ID,Credit To,Date,Due Date,Series,Supplier,Item (Items),Accepted Qty (Items),Accepted Qty in Stock UOM (Items),Amount (Items),Amount (Company Currency) (Items),Item Name (Items),Rate (Items),Rate (Company Currency) (Items),UOM (Items),UOM Conversion Factor (Items),Purchase Order (Items),Purchase Order Item (Items),Purchase Receipt (Items),Purchase Receipt Detail (Items),ID (Purchase Taxes and Charges),Account Head (Purchase Taxes and Charges),Add or Deduct (Purchase Taxes and Charges),Consider Tax or Charge for (Purchase Taxes and Charges),Description (Purchase Taxes and Charges),Type (Purchase Taxes and Charges),Expense Head (Items),Deferred Expense Account (Items)
ACC-PINV-2024-00086,3500 - Sonstige Verb. - B,2021-12-04,2022-01-03,ACC-PINV-.YYYY.-,SUP-2823,COMP-0040,500.0,"500,00",7500.0,7500.0,Vorbau Standardvorbau,15.0,15.0,Nos,1.0,PUR-ORD-2024-00107,ulp1ek33f2,MAT-PRE-2024-00085,umh3oc1cff,PITAX-ACC-PINV-2024-00086,1406 - Abziehbare Vorsteuer 19 % - B,Add,Total,Abziehbare Vorsteuer 19 %,On Net Total,"5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B","5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B"
ACC-PINV-2024-00087,3500 - Sonstige Verb. - B,2023-02-01,2023-03-03,ACC-PINV-.YYYY.-,SUP-4365,COMP-0001,500.0,"500,00",12500.0,12500.0,Lenker Flatbar,25.0,25.0,Nos,1.0,PUR-ORD-2024-00108,ulp4ub8bpp,MAT-PRE-2024-00086,umh96rk99c,PITAX-ACC-PINV-2024-00087,1406 - Abziehbare Vorsteuer 19 % - B,Add,Total,Abziehbare Vorsteuer 19 %,On Net Total,"5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B","5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B"
ACC-PINV-2024-00088,3500 - Sonstige Verb. - B,2019-11-20,2019-12-20,ACC-PINV-.YYYY.-,SUP-3188,COMP-0014,500.0,"500,00",20000.0,20000.0,Bremsen Scheibenbremsen mechanisch,40.0,40.0,Nos,1.0,PUR-ORD-2024-00109,ulp7ugs7dn,MAT-PRE-2024-00087,umhfu3r221,PITAX-ACC-PINV-2024-00088,1406 - Abziehbare Vorsteuer 19 % - B,Add,Total,Abziehbare Vorsteuer 19 %,On Net Total,"5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B","5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B"
ACC-PINV-2024-00089,3500 - Sonstige Verb. - B,2022-05-03,2022-06-02,ACC-PINV-.YYYY.-,SUP-9123,COMP-0007,500.0,"500,00",100000.0,100000.0,Motor Mittelmotor 500W,200.0,200.0,Nos,1.0,PUR-ORD-2024-00110,ulpavatdak,MAT-PRE-2024-00088,umhl3061pt,PITAX-ACC-PINV-2024-00089,1406 - Abziehbare Vorsteuer 19 % - B,Add,Total,Abziehbare Vorsteuer 19 %,On Net Total,"5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B","5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B"
ACC-PINV-2024-00090,3500 - Sonstige Verb. - B,2022-06-21,2022-07-21,ACC-PINV-.YYYY.-,SUP-7127,COMP-0012,500.0,"500,00",10000.0,10000.0,Steuersatz Integriert,20.0,20.0,Nos,1.0,PUR-ORD-2024-00111,ulpdsqalqu,MAT-PRE-2024-00089,umhr78ls2h,PITAX-ACC-PINV-2024-00090,1406 - Abziehbare Vorsteuer 19 % - B,Add,Total,Abziehbare Vorsteuer 19 %,On Net Total,"5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B","5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B"
ACC-PINV-2024-00091,3500 - Sonstige Verb. - B,2024-05-23,2024-06-22,ACC-PINV-.YYYY.-,SUP-7885,COMP-0048,500.0,"500,00",12500.0,12500.0,Steuersatz Semi-integriert,25.0,25.0,Nos,1.0,PUR-ORD-2024-00112,ulpgcb1e26,MAT-PRE-2024-00090,umi1ufgu2o,PITAX-ACC-PINV-2024-00091,1406 - Abziehbare Vorsteuer 19 % - B,Add,Total,Abziehbare Vorsteuer 19 %,On Net Total,"5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B","5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B"
ACC-PINV-2024-00092,3500 - Sonstige Verb. - B,2023-07-26,2023-08-25,ACC-PINV-.YYYY.-,SUP-5367,COMP-0034,500.0,"500,00",2500.0,2500.0,Griffe Standard,5.0,5.0,Nos,1.0,PUR-ORD-2024-00113,ulpjbpdm77,MAT-PRE-2024-00091,umi7o99vi3,PITAX-ACC-PINV-2024-00092,1406 - Abziehbare Vorsteuer 19 % - B,Add,Total,Abziehbare Vorsteuer 19 %,On Net Total,"5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B","5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B"
ACC-PINV-2024-00093,3500 - Sonstige Verb. - B,2020-07-30,2020-08-29,ACC-PINV-.YYYY.-,SUP-4770,COMP-0023,500.0,"500,00",15000.0,15000.0,Sattel Sport,30.0,30.0,Nos,1.0,PUR-ORD-2024-00114,ulpmdc3aks,MAT-PRE-2024-00092,umid29pf7c,PITAX-ACC-PINV-2024-00093,1406 - Abziehbare Vorsteuer 19 % - B,Add,Total,Abziehbare Vorsteuer 19 %,On Net Total,"5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B","5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B"
ACC-PINV-2024-00094,3500 - Sonstige Verb. - B,2023-11-22,2023-12-22,ACC-PINV-.YYYY.-,SUP-7331,COMP-0027,500.0,"500,00",7500.0,7500.0,Vorbau Standardvorbau,15.0,15.0,Nos,1.0,PUR-ORD-2024-00115,ulppt0icis,MAT-PRE-2024-00093,umijouliui,PITAX-ACC-PINV-2024-00094,1406 - Abziehbare Vorsteuer 19 % - B,Add,Total,Abziehbare Vorsteuer 19 %,On Net Total,"5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B","5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B"
ACC-PINV-2024-00095,3500 - Sonstige Verb. - B,2023-07-25,2023-08-24,ACC-PINV-.YYYY.-,SUP-8452,COMP-0016,500.0,"500,00",12500.0,12500.0,Vorbau Verstellbarer Vorbau,25.0,25.0,Nos,1.0,PUR-ORD-2024-00116,ulpr7k806p,MAT-PRE-2024-00094,umiphfnr8h,PITAX-ACC-PINV-2024-00095,1406 - Abziehbare Vorsteuer 19 % - B,Add,Total,Abziehbare Vorsteuer 19 %,On Net Total,"5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B","5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B"
ACC-PINV-2024-00096,3500 - Sonstige Verb. - B,2023-07-19,2023-08-18,ACC-PINV-.YYYY.-,SUP-3098,COMP-0009,500.0,"500,00",2500.0,2500.0,Griffe Standard,5.0,5.0,Nos,1.0,PUR-ORD-2024-00117,ulpu57hch1,MAT-PRE-2024-00095,umiveleagr,PITAX-ACC-PINV-2024-00096,1406 - Abziehbare Vorsteuer 19 % - B,Add,Total,Abziehbare Vorsteuer 19 %,On Net Total,"5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B","5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B"
ACC-PINV-2024-00097,3500 - Sonstige Verb. - B,2024-08-13,2024-09-12,ACC-PINV-.YYYY.-,SUP-9131,COMP-0020,500.0,"500,00",12500.0,12500.0,Sattel Gel,25.0,25.0,Nos,1.0,PUR-ORD-2024-00118,ulq1b8vsed,MAT-PRE-2024-00096,umj55iiuhc,PITAX-ACC-PINV-2024-00097,1406 - Abziehbare Vorsteuer 19 % - B,Add,Total,Abziehbare Vorsteuer 19 %,On Net Total,"5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B","5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B"
ACC-PINV-2024-00098,3500 - Sonstige Verb. - B,2024-10-07,2024-11-06,ACC-PINV-.YYYY.-,SUP-4108,COMP-0025,500.0,"500,00",10000.0,10000.0,Sattel Komfort,20.0,20.0,Nos,1.0,PUR-ORD-2024-00119,ulq4qri1d8,MAT-PRE-2024-00097,umjbt9e7js,PITAX-ACC-PINV-2024-00098,1406 - Abziehbare Vorsteuer 19 % - B,Add,Total,Abziehbare Vorsteuer 19 %,On Net Total,"5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B","5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B"
